Series Name,Series Code,Type,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6206547590,5621147631,7228795919,7867263256,7978515642,8874480196,9349921886,10642671963,11060395116,13426272073,15354612542,15420077666,17386490239,18360263163,18860496494,19134221645,19566715174,20084646751,20323499020,21118473702,20621957125,16345202563,15325233810,15672648238,..
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Albania,ALB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4872357833,5152305745,5304226467,5362834895,5295713833,5390011642,5693859705,5649001050,5568782995,6116559061,5530859375,3982100298,3695902333,4049208852,4385409261,4969648101,5334237833,4709514660,5100876515,5725771033,6153077236,6698469429,7008501112,7382282997,7771053342,8169772251,8661509310,9224515437,9861658465,10127011191,10428102872,10685000943,10790155230,10974367815,11220218561,11470171827,11918533447,12309839869,12761785703,13025007475,12593390460,13722964212,14385344335,14962975921,15568367221
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Algeria,DZA,27287513102,23574926518,18934192373,25431219790,26916253746,28586918219,27213325105,29785790539,33001535546,35784647536,38956118145,34541720238,44014431054,45692778906,49117415082,51595556464,55922750141,58863496044,64287670492,69094990985,69641260801,71730495901,76321250590,80442600430,84947383263,88090434111,88442796731,87823699342,86945457527,90771059536,91497228539,90399261260,92026450044,90093893897,89283051957,92675803281,96475509799,97536740346,1.02511E+11,1.05791E+11,1.09812E+11,1.13106E+11,1.19214E+11,1.26963E+11,1.32676E+11,1.3984E+11,1.43896E+11,1.48356E+11,1.52065E+11,1.5389E+11,1.61277E+11,1.66115E+11,1.70102E+11,1.74525E+11,1.8168E+11,1.87494E+11,1.94806E+11,1.97728E+11,2.00496E+11,2.02301E+11,1.92186E+11,1.99489E+11,2.0667E+11,2.15144E+11,2.23104E+11
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,744923664.1,752116030.5,755198473.3,752116030.5,721291603.1,734648855,715126717.6,685329771,687384732.8,687384732.8,657587786.3,641148091.6,652450381.7,673000000,661697709.9,615461068.7,631900763.4,628818320.6,656560305.3,651422900.8,662725190.8,..,..
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Andorra,AND,..,..,..,..,..,..,..,..,..,..,859122124.2,899066709.8,972338340.7,1048068594,1106957363,1112959349,1149729156,1182365087,1199663090,1200161637,1226669938,1225044913,1240314622,1262269658,1284797216,1314622923,1357391838,1432688021,1505673822,1578353214,1638036866,1679741342,1695349734,1677862467,1717848987,1765218701,1847296757,2014803569,2079172380,2164399297,2240767147,2422703047,2532847903,2753058860,2977038818,3137733300,3288617127,3339695538,3154035639,2986781969,2927794279,2927558014,2781928288,2683236697,2750437435,2789882569,2893378231,2903391400,2949519480,3008968450,2672447226,2893907016,3170698001,3252614722,3362287046
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25920531977,24780028254,24780028254,25820789795,27370037742,28327988923,29149501095,30339601954,32199082929,32212484658,31101122148,31409446016,29575674380,22482416932,22783538205,26201068942,29749838599,31913924371,33411053302,34139911994,35182758020,36662544314,41672733512,43125991915,48050921278,54852422288,61347946236,69324828859,76802645841,78335311068,82482120583,85446420442,92712034533,97239220009,1.01766E+11,1.02543E+11,1.00799E+11,1.00649E+11,1.0005E+11,99845650843,95809443080,97824078558,1.01948E+11,1.03236E+11,1.07803E+11
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,387163203.1,404134550.4,436786384.1,472436818.3,490457675.8,490048110.8,516333403.8,568819882.6,612299589.4,682675279.8,727910265,765857188.3,806082316.6,830360010,848435719.9,858265278.5,903580714,963907436,921883147.4,982773021.1,1036543047,1085584792,1125835518,1195677312,1141296595,1153020391,1223085251,1293621842,1377366903,1552404720,1697014056,1696776362,1493793051,1376672105,1349706642,1395234173,1386849062,1417336053,1437485185,1496714858,1537316640,1640501408,1692541753,1373179832,1485407940,1620696017,1660036193,1720733551
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Argentina,ARG,1.50798E+11,1.58983E+11,1.57628E+11,1.49261E+11,1.64382E+11,1.81756E+11,1.80557E+11,1.8632E+11,1.95305E+11,2.1421E+11,2.20734E+11,2.33224E+11,2.37021E+11,2.43686E+11,2.57171E+11,2.57098E+11,2.51909E+11,2.69377E+11,2.57238E+11,2.83535E+11,2.87842E+11,2.72903E+11,2.70896E+11,2.82677E+11,2.87117E+11,2.72219E+11,2.88969E+11,2.96785E+11,2.93551E+11,2.72541E+11,2.65817E+11,2.90095E+11,3.1312E+11,3.38818E+11,3.58592E+11,3.48389E+11,3.67644E+11,3.97464E+11,4.12767E+11,3.98793E+11,3.95646E+11,3.78203E+11,3.36999E+11,3.6678E+11,3.99899E+11,4.35297E+11,4.70326E+11,5.12691E+11,5.33492E+11,5.01917E+11,5.52738E+11,5.85924E+11,5.7991E+11,5.93859E+11,5.78938E+11,5.94749E+11,5.82377E+11,5.98791E+11,5.83118E+11,5.71451E+11,5.14874E+11,5.68637E+11,6.02873E+11,5.91685E+11,5.83739E+11
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Armenia,ARM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5839777094,5156523263,3001096397,2736999951,2884798024,3083849042,3264729147,3373153404,3619393602,3738833591,3959424773,4339529551,4912347451,5600076095,6188084085,7048227772,7978593838,9071661194,9697605817,8330243396,8513508751,8913643662,9555426006,9870755064,10226102247,10553337518,10574444193,11367527508,11958638938,12867495498,11941035822,12633615900,14225451503,15406163978,16315127652
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Aruba,ABW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,967924669.4,1123551773,1333078996,1494779353,1553993568,1677736082,1776426457,1906242253,2062628486,2115166597,2140248000,2291068601,2336706331,2365635733,2545966268,2652438619,2627374308,2656551420,2850313057,2839392434,2871404069,2960117373,3014457880,2662437285,2589660713,2676912524,2649051222,2819423913,2859631679,2962906704,2999478909,3104263601,3203987173,3243239612,2468170539,2831747262,3132944104,3374393790,3604216216
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Australia,AUS,2.05088E+11,2.10176E+11,2.12902E+11,2.26132E+11,2.41911E+11,2.56371E+11,2.62475E+11,2.79029E+11,2.93246E+11,3.13913E+11,3.36435E+11,3.49896E+11,3.63566E+11,3.73086E+11,3.88408E+11,3.93607E+11,4.03793E+11,4.18299E+11,4.22044E+11,4.39144E+11,4.5247E+11,4.67593E+11,4.83157E+11,4.72403E+11,4.93966E+11,5.20056E+11,5.40701E+11,5.54525E+11,5.86473E+11,6.09223E+11,6.3099E+11,6.28563E+11,6.31285E+11,6.56826E+11,6.8296E+11,7.09529E+11,7.36957E+11,7.6583E+11,8.01647E+11,8.41955E+11,8.74927E+11,8.92701E+11,9.2796E+11,9.56646E+11,9.97007E+11,1.02847E+12,1.05697E+12,1.09702E+12,1.13677E+12,1.159E+12,1.18461E+12,1.21298E+12,1.26092E+12,1.29439E+12,1.32806E+12,1.35681E+12,1.39419E+12,1.42617E+12,1.46716E+12,1.49935E+12,1.49735E+12,1.5274E+12,1.59236E+12,1.64942E+12,1.67208E+12
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Austria,AUT,83828673167,88471087748,90814399431,94572542282,1.00364E+11,1.03857E+11,1.09718E+11,1.13018E+11,1.18073E+11,1.25483E+11,1.34421E+11,1.41296E+11,1.50068E+11,1.57407E+11,1.63612E+11,1.63017E+11,1.70481E+11,1.79141E+11,1.78764E+11,1.88339E+11,1.91601E+11,1.91324E+11,1.95172E+11,2.00975E+11,2.01078E+11,2.06102E+11,2.10845E+11,2.13707E+11,2.2075E+11,2.29331E+11,2.39297E+11,2.47533E+11,2.52715E+11,2.54046E+11,2.60149E+11,2.67089E+11,2.73007E+11,2.78866E+11,2.88606E+11,2.99463E+11,3.09015E+11,3.13084E+11,3.17732E+11,3.21359E+11,3.29603E+11,3.37251E+11,3.48276E+11,3.61425E+11,3.66677E+11,3.53527E+11,3.59922E+11,3.70459E+11,3.72787E+11,3.71852E+11,3.74662E+11,3.79546E+11,3.87582E+11,3.96389E+11,4.06236E+11,4.13365E+11,3.87248E+11,4.06312E+11,4.27973E+11,4.24608E+11,4.21809E+11
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20567069389,20423099867,15807479230,12155951731,9761229089,8609404144,8721326346,9227163287,10149879580,10900970801,12110978466,13309965318,14566281800,16053251458,17538787530,22442902288,30178120037,37862439845,41872616483,45795872374,47988959989,47234094919,48274633178,51095520771,52524961506,53076235355,51450192646,51529227685,52302373079,53599371925,51348755387,54232727564,56789627304,57558830023,59902281408
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,"Bahamas, The",BHS,2184276201,2417275071,2669927982,2950912677,3260804755,3600763100,3927421762,4304380175,4666884896,5086048750,4798704822,4876756176,4706199629,5062344525,4214187726,3590356194,3776522804,4122260794,4706777594,5937096110,6322727240,5739366813,6123841127,6344118869,7243153383,7592938305,7729383424,7960068367,8143922676,8691791214,8553048576,8195378472,7881857524,7906118401,8155075426,8512165957,8871679871,8985925213,9409773204,10082017179,10500261526,10775999425,11067485495,10927491025,11023912337,11398293683,11685142255,11854121086,11578673031,11095213868,11265931762,11335011159,11847358069,11508144416,11720696406,11837600000,11700697196,12095174366,12385211217,12281350586,9814105057,11540027214,12795339943,13185372845,13630862492
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,3916965158,3979916383,4420574963,5036098060,5462767480,4980141416,6497904126,7343778518,7627414970,7892030438,8095666864,7665244758,7086042176,7537874925,7915043506,7538424481,7627603584,8420798792,9010254004,9043051972,9444382363,10504986340,11207769729,12650210449,12618584749,13114494169,13653500708,14075803380,14750034868,15384286109,16199663949,16603189277,17159155483,18239571634,19512869154,20833694756,22181009695,24020694053,25520789027,26168987899,27303230073,27829679464,28888050242,30416985616,31727610008,32523297872,33764059499,35436675411,36164044588,36906448211,34724774104,36235315986,38474716945,39966811156,41007465669
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Bangladesh,BGD,22255159274,23603412615,24890514015,24777039582,27490816336,27932389835,28649361770,28111938729,30779608228,31155383509,32906270044,31103176562,26756903051,27646752078,30298616456,29059944148,30705132551,31525897955,33755988820,35376828059,35666614469,38246717278,39063027611,40579081838,42528220940,43949520316,45783701931,47510847151,48658831252,50039078964,52852405165,54694431891,57671277832,60388495685,62737684523,65950655693,68933550573,72028595646,75757535399,79295530764,83492876906,87732050538,91094928770,95412434317,1.00412E+11,1.06974E+11,1.14112E+11,1.22166E+11,1.29513E+11,1.36047E+11,1.43628E+11,1.52912E+11,1.62884E+11,1.7268E+11,1.83146E+11,1.95147E+11,2.09028E+11,2.22804E+11,2.39112E+11,2.57958E+11,2.66853E+11,2.85369E+11,3.0563E+11,3.2328E+11,3.36933E+11
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Barbados,BRB,1895701315,2041604532,2226589390,2113513805,2219292545,2473065174,2572071154,2845640144,3042610271,3271366027,3582453406,3722624864,3770043685,3820588676,3642899163,3573684078,3729504245,3865340463,4053850772,4373821543,4565091594,4478366195,4258884223,4280232014,4434336377,4483036024,4711857655,4833940332,5003388420,5183510403,5012060960,4816595248,4542409554,4578433962,4670496313,4764560023,4954021627,5188847371,5382311693,5400323925,5640486571,5507062854,5550425579,5671174021,5751228218,5978715589,6341656282,6473510976,6514518117,6187666803,6050442244,6031666501,5825750943,5722566702,5765635623,5698150000,5783423169,5824392172,5750071519,5763165130,4935303061,4930526775,5779882130,5948328550,6095981658
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29435120616,29081900421,26290037664,24291994271,21449830003,19219047602,19757181812,22009501606,23858297841,24669479778,26100310413,27333629960,28712684732,30734974379,34254050021,37473931242,41221322392,44766358837,49332527209,49431189911,53262115569,56218149517,57178272608,57749323051,58702836390,56454769845,55028470318,56421892161,58198729025,59040547732,58643356628,60073587228,57275121696,59638602544,62030020168
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Belgium,BEL,1.07241E+11,1.1258E+11,1.18447E+11,1.23602E+11,1.322E+11,1.36907E+11,1.41228E+11,1.46691E+11,1.52843E+11,1.62977E+11,1.7333E+11,1.80239E+11,1.89783E+11,2.01895E+11,2.11112E+11,2.06961E+11,2.1866E+11,2.20029E+11,2.26282E+11,2.3158E+11,2.41871E+11,2.41196E+11,2.42631E+11,2.43388E+11,2.49391E+11,2.5351E+11,2.58131E+11,2.64085E+11,2.76558E+11,2.86153E+11,2.9513E+11,3.0054E+11,3.05141E+11,3.02205E+11,3.11958E+11,3.19397E+11,3.23618E+11,3.35895E+11,3.42484E+11,3.54617E+11,3.67798E+11,3.71842E+11,3.78189E+11,3.82114E+11,3.9576E+11,4.04949E+11,4.15285E+11,4.30554E+11,4.32478E+11,4.24233E+11,4.35732E+11,4.44146E+11,4.45105E+11,4.46464E+11,4.54347E+11,4.61045E+11,4.66547E+11,4.73426E+11,4.82317E+11,4.941E+11,4.70418E+11,4.9984E+11,5.19615E+11,5.28521E+11,5.34179E+11
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Belize,BLZ,142139035.3,149092870.7,156387466.4,164138708.2,172345446.3,180843009.2,189470749.2,198779680.6,213424227.8,224322468.6,235107205.1,244416136.5,269391319.7,283808857.9,322293297.1,333872729.2,333759142.6,355442120.4,383596005.3,412430999.3,462371237.6,467611278.6,467112227.1,457081291.4,466114124,470805208.4,492214518.8,545014170.1,598362778.1,676214815.9,752917474.3,841601389.5,948789622.3,1007025242,1006823975,1014189476,1025399371,1068821096,1110430515,1215068544,1363800371,1431902589,1509212058,1655080826,1734204697,1772690003,1852664108,1914531925,1883373344,1874960133,1901536024,1899062675,1973959679,2054230071,2134186060,2193095150,2192684131,2152487028,2170181948,2262557633,1956594233,2308584057,2522139932,2534753859,2623588473
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Benin,BEN,1651120631,1702986961,1644635648,1722427375,1836981870,1934229171,2003394551,2024999131,2102806394,2163314606,2208695702,2175635021,2315449324,2401263703,2481449394,2359973874,2380844453,2499497734,2530868381,2696279546,2879134858,3165730597,3236486776,3095770068,3341259668,3592867375,3670873613,3615810400,3738937614,3632222333,3958255490,4125523428,4247544481,4495438486,4586264346,4863513136,5073825258,5364793325,5577293440,5875201745,6219354273,6551040876,6855207726,7091272067,7405393051,7532259620,7829312268,8298002250,8704320326,8906198943,9094481754,9364019722,9814543622,10520350022,11189200116,11388160997,11768488383,12435945493,13268812303,14179807375,14725558723,15779238957,16765906415,17831007126,19159972711
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Bermuda,BMU,1684353374,1763181111,1841995308,1861704658,2068540045,2167002551,2478262917,2807253305,2866353374,2964853490,3152003710,3260353838,3319453907,3368703965,3398254000,3526304152,3841504522,4068054788,4127154859,4215804962,4550705357,4659055484,4412805194,4501455299,4523125325,4432505218,4728005566,4905305774,5104276008,5126931036,5127916036,4946675890,4943720834,5092455994,5122991041,5348359016,5487441778,5739864146,5963718853,6165450411,6739895069,7226679646,7119884453,7362722828,7533631299,7659759815,8084406665,8354841362,8198943713,7737613935,7543950875,7261600083,6876350478,6857116739,6603330213,6654541000,6610806937,6849550930,6819905985,6840850357,6373786302,6667453992,7099253361,7448338953,7893193425
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,126311212.1,129692690.1,131201349.5,133126190.9,139993192.6,135363168.7,147484467.1,159137560.8,170478518.1,178646088.2,187593999.4,215962517.1,223391139.3,246693104.7,257934068.2,268325027.3,298893144.6,385734526.8,404123930.6,433849538.3,478896647.4,476943344.3,498886988.9,508796713.2,533989801.4,571764867.2,603584570.5,636020230.8,673634664,727417465.6,751822819,806919209.6,891192074.4,960585283.6,1010125139,1080178039,1141108778,1324881878,1384891724,1491078191,1668991760,1810676784,1904194983,1937258290,2051190106,2187815803,2373253832,2422779967,2507622617,2651940022,2380954251,2486224986,2615853471,2737023912,..
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Bolivia,BOL,4727739746,4826516221,5095783597,5442175895,5657500838,5935478858,6361087691,6762931565,7339771963,7668160505,8069284228,8477859237,9153331417,9678655892,9963166545,10691575418,11184945381,11740973137,11981979455,11997956711,11833371991,11865986702,11398616583,10937870663,10915922108,10732928705,10456675549,10714274143,11026005731,11443905788,11974420934,12605057006,12812599040,13359606833,13983135101,14637304838,15275687755,16032477213,16838807368,16910689782,17334777888,17626660727,18064782967,18554580624,19328918118,20183533307,21151739181,22117185837,23477060538,24265185360,25266542246,26581436462,27943010891,29842021104,31471565409,33000198249,34407300587,35850757841,36878987707,37434651170,32673162315,35949969735,37297165305,38235698455,37806175459
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3520858802,3191728041,2986279452,2921138291,3246318397,3764700289,5805141499,7932210853,9250256714,10131026399,10679552178,10938351172,11488270723,11932537720,12687302704,13181750135,13895410482,14709558825,15510030555,15044038583,15174269896,15319868792,15193964403,15551001103,15730436008,16404348361,16936219695,17485647420,18155173558,18679105074,18115912618,19454976126,20277301651,20681710969,21296271622
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Botswana,BWA,203297646.3,216193392.8,230606288.1,244260590.4,260949209,276120678.8,293637827.4,311034576.4,343901775.9,395911433.3,463692530.4,583423075.8,737224722.5,894277062.4,972953727,1055131835,1167475696,1307713345,1495145304,1676784361,1877778848,2047996824,2297146530,2599146161,2821253171,3022275113,3269283371,3657737272,4369166056,4939753185,5274313873,5667709608,5833040675,5944807979,6160480628,6593587690,6977980666,7558959722,7592496073,8326480944,8491986059,8513264764,9029979997,9447697368,9703335214,10145481816,10994036837,11630872553,12009117014,10310519328,11353915358,12130342700,12109617149,13454136663,14220638233,13530748845,14505561464,15102375176,15734967213,16212015762,14796887965,16560125448,17468616756,18029021881,17489977782
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Brazil,BRA,1.88464E+11,2.04672E+11,2.1818E+11,2.19489E+11,2.26952E+11,2.32399E+11,2.47969E+11,2.58384E+11,2.83706E+11,3.10658E+11,3.42966E+11,3.81868E+11,4.27465E+11,4.87176E+11,5.269E+11,5.54123E+11,6.10961E+11,6.41107E+11,6.7297E+11,7.1846E+11,7.84558E+11,7.51214E+11,7.57449E+11,7.35256E+11,7.7496E+11,8.35794E+11,8.98395E+11,9.30108E+11,9.2955E+11,9.58924E+11,9.17211E+11,9.26678E+11,9.21637E+11,9.67024E+11,1.02362E+12,1.06686E+12,1.09042E+12,1.12744E+12,1.13125E+12,1.13655E+12,1.18642E+12,1.20291E+12,1.23964E+12,1.25378E+12,1.326E+12,1.36846E+12,1.42268E+12,1.50903E+12,1.5859E+12,1.58391E+12,1.70315E+12,1.77084E+12,1.80486E+12,1.85909E+12,1.86846E+12,1.80221E+12,1.74317E+12,1.76623E+12,1.79774E+12,1.81968E+12,1.76006E+12,1.84388E+12,1.89951E+12,1.96108E+12,2.02814E+12
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9912272268,9848309210,11904059045,13086612418,14005179314,17413814293,15723288140,12203657763,12484528604,12534388985,12236497489,11880752640,11238334169,11472489832,11296288084,10988327049,11278756616,11607042427,11244830876,11173578043,11284502059,11436537451,11433413508,12158742971,11349316081,11832878907,12244033143,12423538116,12915688988,13378513545,13392499225,13391973527,13940831854,13416151464,12892826165,12647829763,12994552865,13481121715,13604222581,13315162383,12981233119,12930296870,12609894753,12777445780,12784137462,13278735843,13429260054,13215632407,13000438096,13147036779,13679822692
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30370601226,31858809844,32602574656,33720942703,34866255511,35801870816,37308271049,39567105483,43897603337,42453423956,38582785204,35324331946,32755409472,32270559030,32857241446,33809161451,35569061221,30548352778,31705866816,29043813400,30376118589,31537611343,33389478146,35138136419,37425778713,40066672176,42792243384,45639805261,48437323785,46816058020,47544216166,48537973523,48901433350,48636020141,49097794392,50765918159,52302413862,53738599841,54990790972,57076766353,55288418257,59616490916,62051147381,63094544094,65231613491
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Burkina Faso,BFA,1166782786,1213966642,1288368214,1272031494,1301069674,1350049032,1357307072,1477066551,1522423925,1553269468,1555087098,1577065764,1613519619,1620769605,1755073487,1807697310,1961982376,1969248648,2059988180,2135478950,2152496130,2244091371,2458675800,2467182444,2423298751,2629699951,2838902120,2832192750,2996335114,3060764327,3042310108,3318247161,3325969080,3441093673,3486344305,3685636779,4091600230,4350059855,4667950033,5013156038,5107828181,5445629584,5682675870,6126066307,6400419255,6954815456,7389711521,7693530570,8139754707,8380850242,9088720452,9690626654,10315931044,10913490102,11385699970,11832159316,12537116612,13314855313,14194244129,15030172259,15332394849,16396850183,16663583087,17163536264,17987353311
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Burundi,BDI,697959754.3,602017263.9,656579039.3,683731257.6,726621978.6,755448711.8,790297507.2,899528624.1,896849075.2,883759194,1072226770,1101679003,1031127866,1102162787,1094151832,1101788139,1189299436,1325705576,1313236308,1335101101,1348332697,1512334118,1496400168,1551996328,1554410365,1737569339,1794043478,1892771415,1987997206,2014825273,2085340574,2189541632,2211655967,2073648634,1994227892,1836285043,1689382239,1662521062,1741490812,1723901755,1709130260,1744266682,1821825838,1799531646,1886514847,1903493481,2006544947,2075660260,2177549065,2260014500,2375133694,2470719238,2579999920,2707037178,2821948416,2810532912,2900474876,3011616942,3172504889,3313977733,3324133213,3431737891,3511275322,3625559222,3774652143
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,188081994.5,203977861.7,209740297.6,229709146.5,238399665.3,259002370.9,266439508.5,277920556.7,294587049.3,311372470.2,313527702.9,317930092.6,352704163.8,383418741.3,456968584.4,521911297.4,581130092,645742611.6,726572059.8,808112687.7,923550525.3,944160982.6,993737848.2,1035238918,1140802982,1219660509,1317035160,1516838455,1623608885,1599196517,1628564468,1692481035,1710821580,1721636311,1733630380,1749857620,1824764035,1907814791,1978536809,2116002111,1675762034,1793627261,2077803747,2177429479,2335159975
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5104596992,5104596992,4355425545,4355425545,3796687002,3581475362,3582947066,3582947066,3741793667,3926341896,4109709289,4265911860,5184427494,5805361651,6007352428,6077176597,6538513179,6997355850,7284133440,4748625743,5218904416,5526689597,5748123107,6017229084,6781740973,7459479705,8010713671,8512590715,9387998415,10275886654,11642922160,12917049054,14260222988,15326369460,15950885069,16760698493,17981993294,19357661919,20878690157,22549052337,24174170369,26085259688,28191654622,30665817314,33099747943,31922812945,32909177696,34597385967,36329791405,38500536185
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Cameroon,CMR,4827329402,4884469574,5033033600,5221397415,5406608720,5516149517,5770717369,5141012904,5467278233,5735255756,5912593777,6118334765,6281929449,6618369537,7328802680,8152930849,7704916015,8763561577,10691808462,11337071802,11114265274,13012879895,13990954313,14951689440,16069264314,17364955075,18540851327,18142844102,16723414750,16419195682,15416689238,14829529308,14369813424,13229990256,13478291934,13868353888,14452915010,15107243821,15821141893,16534881735,17168567485,17910981186,18712860619,19733301669,21124275033,21594980960,22417659743,23387803923,24053813244,24674221649,25389533435,26247499414,27461703152,28833560541,30482787768,32210233020,33671222913,34863580363,36242614249,37502066833,37599547049,38854942335,40306867605,41656165354,43124429829
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Canada,CAN,2.76386E+11,2.85129E+11,3.06307E+11,3.22534E+11,3.44002E+11,3.65733E+11,3.90455E+11,4.02424E+11,4.22579E+11,4.43991E+11,4.5695E+11,4.75314E+11,5.0155E+11,5.35297E+11,5.53272E+11,5.61822E+11,5.94909E+11,6.15938E+11,6.38949E+11,6.62751E+11,6.77181E+11,7.00307E+11,6.78134E+11,6.9551E+11,7.36535E+11,7.7143E+11,7.87795E+11,8.19875E+11,8.56038E+11,8.76046E+11,8.77824E+11,8.59468E+11,8.67122E+11,8.90167E+11,9.30172E+11,9.55122E+11,9.71254E+11,1.01282E+12,1.05225E+12,1.10635E+12,1.1632E+12,1.18501E+12,1.22055E+12,1.2426E+12,1.28103E+12,1.32215E+12,1.35703E+12,1.38485E+12,1.39863E+12,1.35786E+12,1.39983E+12,1.44375E+12,1.46909E+12,1.50326E+12,1.54646E+12,1.55651E+12,1.57267E+12,1.62039E+12,1.66483E+12,1.69661E+12,1.61113E+12,1.707E+12,1.7785E+12,1.80569E+12,1.83377E+12
