Series Name,Series Code,Type,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,France,FRA,5.10928E+11,5.36201E+11,5.72964E+11,6.07934E+11,6.47953E+11,6.79306E+11,7.14382E+11,7.48685E+11,7.82705E+11,8.38228E+11,8.90199E+11,9.37322E+11,9.79633E+11,1.04032E+12,1.08624E+12,1.07597E+12,1.12264E+12,1.16254E+12,1.20846E+12,1.25311E+12,1.27412E+12,1.28926E+12,1.32075E+12,1.33742E+12,1.35895E+12,1.38027E+12,1.41325E+12,1.44933E+12,1.5191E+12,1.58602E+12,1.6309E+12,1.65107E+12,1.6761E+12,1.67008E+12,1.70989E+12,1.7493E+12,1.77374E+12,1.81856E+12,1.88135E+12,1.9453E+12,2.02586E+12,2.06434E+12,2.08638E+12,2.10657E+12,2.167E+12,2.20792E+12,2.26784E+12,2.32523E+12,2.33407E+12,2.26815E+12,2.31352E+12,2.36991E+12,2.37427E+12,2.39283E+12,2.4167E+12,2.44248E+12,2.46349E+12,2.51482E+12,2.55621E+12,2.60804E+12,2.41398E+12,2.58012E+12,2.65022E+12,2.68836E+12,2.72036E+12
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,French Polynesia,PYF,..,..,..,..,..,2165319767,2372683309,2260237894,2597709541,2527936595,2569058827,2877407765,2742311205,2956281713,3488443430,3317415431,3589563465,3664190227,4026672418,4184756524,4205048461,4316315006,4389631482,4495845435,4601960535,4548081324,5164246036,5229823199,5041621100,5150413280,5157102802,5345622078,5267715608,5199357379,5112719178,5092832264,5058784819,5052571890,5140151877,5237328134,5407300958,5388829857,5434429137,5550015578,5603920611,5621291279,5671297393,5767991632,5768381984,5524299140,5388066377,5228474144,5179978074,5200635900,5231504506,5325846362,5448457903,5682340239,5785013023,5940599015,5312451133,5491263055,5652560509,5809297012,5874732293
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Gabon,GAB,1696430402,1946939619,2091971271,2219423267,2320505871,2513881414,2627207303,2735320899,2803944654,3030584989,3293619830,3631503426,4043205905,4454902662,6214014316,7406490804,10045078185,8781197290,6669389058,6701028992,6872102051,7222258279,6998547355,7391042735,7946028914,7760652085,7698287661,6378336009,7197655800,7812717801,8218372647,8720720961,8451237981,8784770737,9110927738,9564091413,9910794415,10479512211,10843972206,9875321072,9689372095,9896262806,9871617829,10093465659,10163064451,10435048721,10142180902,10751534087,10395827038,10409376036,11147389067,11937934403,12564804521,13273296029,13846034032,14383107763,14683922149,14753324537,14876945090,15460241661,15176119360,15398898314,15866657481,16253635206,16805289923
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,"Gambia, The",GMB,..,..,..,..,..,..,253504725.7,253504725.7,277780702,284546114.5,302056645.8,301857659.9,302587264.3,330577582.5,350011556.3,393389990.3,422308976.5,436834615,464427038.9,458258597.2,486991776,503169126.7,499321982.9,553664331.6,573237790.3,568581582.3,591842657,606368444.3,633514510,670864763.6,694740031.2,716325876.5,740528298.6,762833761.7,764011164.8,770748583.8,787886530.3,826492963.3,855420206.2,910167091.3,960226283.3,1015919410,982902027.7,1050427393,1124482525,1098037739,1091937250,1125167625,1195557049,1275249586,1350595614,1240786190,1305822858,1343336129,1324430252,1378176609,1404959537,1472715274,1579264609,1677527292,1687449653,1776141480,1873704900,1984568191,2094736745
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Georgia,GEO,5243159136,5498288150,5779416530,6022260625,6349244544,7019638204,7548614493,8020635559,8378001666,8778177254,9836129833,10079213237,10365106122,11037028854,12009362470,12895704866,13682282557,14625580176,15712196495,16870286035,17642345728,18571497605,18943381710,19758250885,20830721462,21860010300,20072807510,20330036656,21459462456,19915715326,16970422996,13389689057,7377748823,5216056134,4673678615,4795034189,5332200118,5893190455,6075968328,6250184305,6365211521,6671206250,7036389740,7814405535,8267069270,9059975320,9913559156,11160245710,11430503828,11013204447,11701134203,12629541567,13460417766,14151325572,14730184214,15223796149,15749049875,16561685511,17565660917,18510819818,17346401921,19192793472,21296041913,22963990777,25186857750
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Germany,DEU,9.17973E+11,9.57432E+11,1.0017E+12,1.0291E+12,1.09742E+12,1.15498E+12,1.18746E+12,1.18353E+12,1.25063E+12,1.3434E+12,1.41195E+12,1.45619E+12,1.51881E+12,1.59137E+12,1.60553E+12,1.59162E+12,1.67039E+12,1.7263E+12,1.77824E+12,1.85204E+12,1.87813E+12,1.88807E+12,1.88062E+12,1.91019E+12,1.96411E+12,2.00983E+12,2.05581E+12,2.08463E+12,2.16191E+12,2.24615E+12,2.36419E+12,2.48496E+12,2.535E+12,2.51033E+12,2.57552E+12,2.61428E+12,2.64141E+12,2.69039E+12,2.74677E+12,2.80527E+12,2.88596E+12,2.93318E+12,2.92649E+12,2.91098E+12,2.94481E+12,2.97089E+12,3.08576E+12,3.17491E+12,3.2031E+12,3.0255E+12,3.1506E+12,3.269E+12,3.28415E+12,3.29719E+12,3.36907E+12,3.4251E+12,3.50121E+12,3.59917E+12,3.64005E+12,3.67564E+12,3.52376E+12,3.66154E+12,3.72779E+12,3.69537E+12,3.67705E+12
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Ghana,GHA,7662648270,7925452127,8251121525,8614663811,8804989947,8925530160,8545455169,8808259025,8840749198,9371740063,10282998639,10819372657,10550223948,10854554041,11598364184,10156498576,9797955609,10020771627,10870125777,10596748482,10646732914,10273770733,9562450763,9126045611,9915226744,10420072142,10961828435,11487437024,12133969367,12751087602,13175548086,13871457663,14409589639,15108454816,15607033786,16248860404,16996707892,17709950508,18542387390,19358251847,20074507181,20877487494,21816974339,22951457033,24236738625,25666707130,27309353955,28496442170,31103809333,32610629349,35186775129,40129504915,43858655297,47065830438,48410143590,49436806230,51104539956,55258774289,58684861221,62503939827,62825173619,66014472471,68526224001,70678009792,74629231910
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Greece,GRC,41539985362,47024857985,47196410447,52786762335,57753826340,63972764697,68127476784,71989954838,77175907942,86100274028,93789528053,1.01144E+11,1.1142E+11,1.20437E+11,1.12683E+11,1.19857E+11,1.28069E+11,1.31836E+11,1.4139E+11,1.4603E+11,1.47019E+11,1.44735E+11,1.43096E+11,1.41552E+11,1.44398E+11,1.48022E+11,1.48788E+11,1.45427E+11,1.51663E+11,1.57426E+11,1.57426E+11,1.62306E+11,1.63443E+11,1.60827E+11,1.64044E+11,1.67488E+11,1.69804E+11,1.75922E+11,1.81968E+11,1.86806E+11,1.94536E+11,2.03583E+11,2.13117E+11,2.25471E+11,2.37596E+11,2.40408E+11,2.55899E+11,2.64873E+11,2.65025E+11,2.54108E+11,2.3964E+11,2.15971E+11,1.97978E+11,1.9348E+11,1.95013E+11,1.94567E+11,1.94506E+11,1.97371E+11,2.01446E+11,2.06033E+11,1.87086E+11,2.03277E+11,2.14502E+11,2.19084E+11,2.23655E+11
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,713408661.2,806585906,856410923.9,914698328.3,966893338.2,973141791.1,1031133339,1122103174,1189616948,1247439440,1355667364,1364686342,1304371834,1349466794,1279569603,1326355632,1420491372,1498843859,1582833234,1688242726,1490388563,1488697500,1412599749,1341575186,1421055061,1474041621,1496589112,1518572904,1636383513,1658930987,1776741578,1799289052,1781814765,1860749974,1989264212,2088478601,2204508100,2256367786,2395498418,2416242292,2458184032,2445978671,2480080343,2447881939,2563963822,2499113023,2616120348,2617499780,2633808517,2708402651,2715195047,2759563890,2814880888,2839256686,..
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,294935712.4,310689415,328094495.4,326339898.6,331346564.4,345012163.5,357544988.7,370303857.7,392446947.6,420680655.4,458951763,472567905.8,490372992.1,510049757.2,517116730.2,512715297.5,502672150.4,511185185,522070746.5,545241471.6,572588028.2,639887179.2,684028916,717463922,702943169.4,727105600.4,795918681.2,790765503.2,895749020.7,859960907,912620191.3,921267656.7,860341634.6,855944031.1,862490064.7,852529700.2,872573509.1,936638937.8,997007407.4,1034291536,1080200383,1127312678,1134939081,978809798.8,1024791582,1099706286,1149485316,1195043157
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4800664422,4842877343,5157363603,5345211101,5149976342,5186912648,5292444950,5315662056,5435968881,5440190173,5556275705,5650199454,5751510464,5799000000,5809553230,5861264058,5812719199,5959409099,5332547225,5442300819,5719850773,..,..
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Guatemala,GTM,7658204179,7987393491,8269867763,9058899479,9478597606,9892032168,10437291268,10866491014,11819051426,12378909139,13085482863,13816144107,14829289087,15835135199,16844629803,17173098538,18441720943,19881875629,20875311285,21859259916,22681163315,22827878373,22022033947,21455607096,21562176615,21430789873,21461446531,22222036614,23087004292,23997230104,24741759328,25646874429,26887757118,27943674817,29070850424,30509435266,31411837206,32782678036,34419690178,35743837064,37033785219,37897625985,39352624645,40360200458,41626669983,42990370900,45290956657,48161370082,49747576365,49984821615,51426471557,53567821946,55161308536,57199419016,59741348518,62186066548,63851286764,65817811430,68060140995,70794727937,69530651433,75122100459,78265598404,81030845278,83989981407
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,1942094537,2046303804,2093679410,2126493372,2238138977,2302528458,2484966268,2401643613,2564865665,2533885660,2599801856,2615653814,2662735707,2697351587,2735114764,2871868604,2961299742,3059020822,3251987426,3382179962,3528427546,3620640283,3739069519,3927673590,4083606124,4271765349,4462353367,4693574824,4864614381,5050053677,5176459579,5365832406,5642956694,5713414722,5847115330,6022369313,6094011546,6509469022,6778506429,6702408066,7025019106,7419271030,7858142150,8168199850,8470141696,8794201743,9745789528,10749606370,11433119224,12075307752,12643401589,13349198344,13879482946,14648645956,15432355340
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,309755918.8,297641465.6,316615695,320129789.8,334725278.5,360986432.5,378831635.5,351669142.1,397829386.3,405762678.6,341032772.5,402989997.5,419915908.4,405645958.9,442597153.8,461037932.8,457377994.1,470641955.9,492291485.9,522321266.6,554182863.8,582446190,588853097.9,601219012.9,620458021.5,647758174.4,722898122.7,769886500.6,597079878,697478986.5,705153195.4,738901627.4,765900620.3,763710672.6,772660533.2,823345295.7,845299838.6,866938047.6,906163311.1,928345745.5,980382895.4,1059647261,1041496885,1075408773,1085781367,1152384167,1214989491,1271652706,1319485332,1389780857,1429964955,1502186169,1585255149,1677635814,1747195819
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Guyana,GUY,1555849244,1628811172,1646808327,1444602377,1608713286,1778288056,1871350740,1952073734,1972079124,2110013963,2199804697,2268281337,2193027226,2220324260,2391352284,2594211213,2634081990,2564577004,2518255902,2472028373,2514890619,2552517555,2215837057,2065328835,1961468862,2008537592,1990448658,2008350685,1934171588,1839074818,1782661480,1890652727,2037327406,2203881071,2391925530,2512273985,2712138382,2879766586,2831412296,2915226398,2875468427,2941015353,2974326086,2955521641,3001726851,2943164433,3094137271,3316643991,3374858506,3496741807,3641452425,3830671453,4032790344,4180123674,4250621228,4279840194,4442793237,4608708975,4813377726,5071030136,7275896377,8735441013,14268000638,19089873040,27454923839
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Haiti,HTI,6694501129,6498219675,7010771683,6878072319,6764765888,6911006452,6871213789,6725703043,6939689176,7204226192,7251136778,7721038032,7796480893,8167228672,8639285436,8736283401,9473523980,9824816122,10434825547,11223742331,12051458301,11707665180,11290433821,11392971448,11427254840,11496233326,11439039015,11348253230,11370998175,11039712740,11154318515,11364080464,10760655414,10176750400,8960564686,9847455168,10255215965,10532590220,10762394521,11054082104,11150259169,11112041892,11228920586,11619774578,11466642593,11818917734,12027964913,12594064682,12928818991,13690375423,12916662277,13575181302,13643386326,14233433331,14644604840,14849629309,15118774100,15498296354,15756778638,15485274058,14973407477,14704149691,14456828251,14187369713,13595808327
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Honduras,HND,428527494.5,435656326.2,445176447.4,450822527.2,457797455.3,469623900.9,464367268.3,481847770.6,476170857.3,480367673.8,504106900.9,527572760.4,548176464.9,572522562.1,626403669.3,659728478.2,765945167.2,832415796.7,940116353.6,1048514227,1185305219,1271291180,1327117465,1419960840,1453450087,1521300422,1605514180,1633451639,1757176145,1882432395,2280969074,2875090818,3134862037,3562368636,4596133118,5730204280,7045709676,8625903499,9624452405,10738565556,11770779975,12091321063,12545270108,13115708313,13933118991,14776156180,15746542344,16720989902,17428555329,17004757718,17639229094,18315815357,19072018182,19604424966,20203944076,20979791685,21796529143,22852116285,23730778961,24338200129,22156260474,24940257610,25973672632,26902451582,27858556650
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,"Hong Kong SAR, China",HKG,..,12533111887,14324279359,16582325270,18012993061,20650460211,21021080726,21358148477,22083768220,24588784465,26852550847,28810932086,31868303808,35781656006,36645887160,36826192005,42778892108,47794975097,51743200165,57722962496,63557732890,69443657495,71492136152,75765217967,83321850126,83952642061,93234546266,1.05727E+11,1.14725E+11,1.17338E+11,1.21833E+11,1.28779E+11,1.36809E+11,1.45292E+11,1.54062E+11,1.57719E+11,1.64436E+11,1.72822E+11,1.62655E+11,1.66733E+11,1.7951E+11,1.80517E+11,1.83507E+11,1.89116E+11,2.05569E+11,2.20757E+11,2.36282E+11,2.51557E+11,2.5691E+11,2.50593E+11,2.67552E+11,2.80434E+11,2.85202E+11,2.94048E+11,3.0217E+11,3.09386E+11,3.16116E+11,3.28116E+11,3.37458E+11,3.31814E+11,3.10097E+11,3.30112E+11,3.17952E+11,3.28202E+11,3.36423E+11
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Hungary,HUN,20802988700,21780729169,23109353648,24426586806,25574636386,36420945625,39116095601,42049802771,44110243107,47153849881,49370080826,52431025837,55629318413,59467741383,62976338125,66880871089,69288582448,74554514714,77834913362,79936456022,80096328934,82392486407,84733329898,85345922955,87614458283,87392734577,88734168329,92328993221,92268736418,92948226296,89698143067,79031203242,76609544645,76168190532,78412984829,79580966215,79661529391,82033753398,85190500944,87819529312,91691821699,95416367494,99929623991,1.03866E+11,1.09021E+11,1.13709E+11,1.18182E+11,1.18575E+11,1.19753E+11,1.11681E+11,1.12874E+11,1.15037E+11,1.13497E+11,1.15803E+11,1.20822E+11,1.25244E+11,1.28298E+11,1.3359E+11,1.41079E+11,1.48242E+11,1.4181E+11,1.52053E+11,1.58367E+11,1.57072E+11,1.57952E+11
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Iceland,ISL,2496863280,2495011008,2702465523,2980306393,3274817714,3513760862,3821238091,3773079007,3565624491,3650829024,3923113076,4435504504,4709500456,5030029513,5317057690,5351414127,5670324565,6170576320,6541842282,6859813918,7254110584,7563498912,7726459506,7560250867,7872422565,8131648957,8641547413,9380048847,9371632507,9395852536,9505724850,9484477131,9164480910,9284851739,9619928847,9631144112,10064319596,10481070032,11215843689,11653035888,12224638522,12694179474,12763018324,13054189959,14049259322,15036829613,15889660319,17278627870,17572297289,16110024871,15752089361,15969467673,16156200535,16737332123,17057653878,17700486957,18801118749,19456350342,20363166145,20594942208,19226227441,20222255991,22005999303,23147265109,22922580053
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,India,IND,1.36368E+11,1.41445E+11,1.45591E+11,1.54318E+11,1.65819E+11,1.61449E+11,1.61359E+11,1.73987E+11,1.79882E+11,1.91645E+11,2.01529E+11,2.0484E+11,2.03707E+11,2.1042E+11,2.12914E+11,2.32395E+11,2.3626E+11,2.53401E+11,2.67876E+11,2.53844E+11,2.70943E+11,2.87216E+11,2.97199E+11,3.18862E+11,3.31044E+11,3.48438E+11,3.65082E+11,3.79559E+11,4.16102E+11,4.40849E+11,4.65243E+11,4.7016E+11,4.95936E+11,5.19496E+11,5.54089E+11,5.96059E+11,6.41058E+11,6.6702E+11,7.08271E+11,7.70923E+11,8.00534E+11,8.39152E+11,8.71073E+11,9.39543E+11,1.01398E+12,1.09432E+12,1.18253E+12,1.27313E+12,1.31242E+12,1.41561E+12,1.5359E+12,1.6164E+12,1.7046E+12,1.81345E+12,1.94783E+12,2.10359E+12,2.27727E+12,2.43202E+12,2.58897E+12,2.68921E+12,2.53383E+12,2.77935E+12,2.99084E+12,3.26572E+12,3.47782E+12
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Indonesia,IDN,52777607845,55807383385,56835342943,55563919279,57525157910,58147343958,59770437998,60595510801,67209619011,71794859672,77218698920,82642538168,88458625142,95627290483,1.02928E+11,1.08051E+11,1.15492E+11,1.25611E+11,1.34111E+11,1.43934E+11,1.58154E+11,1.70692E+11,1.74526E+11,1.81844E+11,1.94529E+11,1.99318E+11,2.11028E+11,2.21423E+11,2.34223E+11,2.51688E+11,2.69915E+11,2.88572E+11,3.07322E+11,3.27286E+11,3.51964E+11,3.80895E+11,4.10674E+11,4.29975E+11,3.73534E+11,3.76489E+11,3.95012E+11,4.09405E+11,4.27826E+11,4.48277E+11,4.70829E+11,4.97632E+11,5.25006E+11,5.58318E+11,5.91894E+11,6.19292E+11,6.57835E+11,6.98422E+11,7.40538E+11,7.81691E+11,8.20828E+11,8.60854E+11,9.04182E+11,9.50022E+11,9.99179E+11,1.04933E+12,1.02766E+12,1.06571E+12,1.12227E+12,1.17893E+12,1.23824E+12
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,"Iran, Islamic Rep.",IRN,50350548203,55582432558,59978596071,64202333927,69643628269,81507915873,90883288326,1.0111E+11,1.15674E+11,1.33623E+11,1.48225E+11,1.68534E+11,1.9297E+11,2.0733E+11,2.19357E+11,2.18642E+11,2.58567E+11,2.51395E+11,2.19114E+11,1.92775E+11,1.51136E+11,1.42526E+11,1.75551E+11,1.95014E+11,1.8109E+11,1.84473E+11,1.66422E+11,1.66136E+11,1.56031E+11,1.65599E+11,1.88112E+11,2.12033E+11,2.19026E+11,2.15804E+11,2.12139E+11,2.17233E+11,2.31028E+11,2.34148E+11,2.39018E+11,2.43805E+11,2.58057E+11,2.6423E+11,2.85576E+11,3.10248E+11,3.23703E+11,3.34028E+11,3.50729E+11,3.79333E+11,3.80285E+11,3.84116E+11,4.06387E+11,4.17139E+11,4.01508E+11,3.95397E+11,4.15106E+11,4.09192E+11,4.45262E+11,4.5874E+11,4.41546E+11,4.3112E+11,4.50269E+11,4.68869E+11,4.89278E+11,5.15368E+11,5.34247E+11
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Iraq,IRQ,7007485325,7520837448,7867047599,8059609508,9254568662,10250719342,10759449895,9806505272,11719960412,12100177781,12650053065,13329936812,13827850447,14438869358,16765457418,18859574485,22098725967,22518592787,26359581202,31860629534,39747322740,39457673065,40812640889,35477076846,34950156507,35458295527,37106251927,40559093083,40551371874,39286763062,62001516292,22291338827,29556579056,38509216456,39993566700,40841438912,45342486348,54972294638,74213129684,87259924322,1.01916E+11,1.03717E+11,95208069161,60307856289,92503535427,94053181142,99356180856,1.01233E+11,1.09562E+11,1.13265E+11,1.20516E+11,1.29611E+11,1.47674E+11,1.58939E+11,1.62537E+11,1.66774E+11,1.89768E+11,1.86315E+11,1.91222E+11,2.01765E+11,1.77479E+11,1.80145E+11,1.94483E+11,1.9549E+11,1.92469E+11
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Ireland,IRL,24110313424,25319727520,26134122485,27374091003,28410463564,28959765672,29218403167,30908893565,33457000744,35418870779,36361200213,37622893379,40064546829,41956165577,43743594856,46218015395,46862667362,50710701806,54355141813,56025495103,57750704523,59671040951,61033610334,60884504483,63535642712,65496107817,65215568204,68256629227,71817859763,75993292636,82427285856,84017835878,86826782446,89164687696,94296853731,1.03382E+11,1.11011E+11,1.23246E+11,1.3405E+11,1.48166E+11,1.62098E+11,1.70699E+11,1.80769E+11,1.86217E+11,1.98858E+11,2.10272E+11,2.2076E+11,2.32483E+11,2.22058E+11,2.10742E+11,2.14289E+11,2.17737E+11,2.16855E+11,2.2161E+11,2.4241E+11,3.02101E+11,3.05795E+11,3.36708E+11,3.62596E+11,3.80627E+11,4.07856E+11,4.74166E+11,5.09782E+11,4.96852E+11,5.09767E+11
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1181084097,1186031931,1412629715,1552428450,1736070747,1854908489,1932573079,1963590739,1979299513,2030761216,2111991689,2202807294,2372423592,2576451886,2924273045,3324898365,3501118029,3690178368,3918969360,4154107510,4370121229,4627958353,4984311086,5358134429,5620683070,5738717430,5933833732,6052510370,6494579135,6763575614,7112244689,7084800892,7577357706,7792384786,7964861239,7985161906,7279527764,7558904124,7244046027,..,..
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Israel,ISR,18583908318,20666029079,22764895217,25199765384,27199917741,29647352060,29623738826,30510977644,35466555951,40277843296,43221080450,47954251679,53779040921,56783925432,60461344100,62421996171,62623309265,63271647907,66786442968,70932422328,72117307131,75968318466,77550358896,80155353983,80903374864,84169395855,87696215125,93957471742,96691649504,97247381691,1.04361E+11,1.12424E+11,1.21148E+11,1.26135E+11,1.35504E+11,1.44451E+11,1.52886E+11,1.58409E+11,1.64923E+11,1.70361E+11,1.84981E+11,1.85496E+11,1.85247E+11,1.87931E+11,1.96666E+11,2.05295E+11,2.16795E+11,2.30504E+11,2.37931E+11,2.40876E+11,2.54207E+11,2.68236E+11,2.748E+11,2.86028E+11,2.96828E+11,3.03469E+11,3.17004E+11,3.30783E+11,3.44028E+11,3.56793E+11,3.4958E+11,3.824E+11,4.0635E+11,4.13772E+11,4.1738E+11
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Italy,ITA,4.88503E+11,5.28596E+11,5.61388E+11,5.9288E+11,6.09467E+11,6.29385E+11,6.67052E+11,7.14937E+11,7.61727E+11,8.08177E+11,8.51096E+11,8.6657E+11,8.9855E+11,9.6258E+11,1.01552E+12,9.94297E+11,1.06514E+12,1.09242E+12,1.12781E+12,1.19502E+12,1.23601E+12,1.24645E+12,1.2516E+12,1.26623E+12,1.30708E+12,1.34365E+12,1.38208E+12,1.4262E+12,1.48602E+12,1.53637E+12,1.56688E+12,1.59098E+12,1.60426E+12,1.59058E+12,1.62479E+12,1.6717E+12,1.69419E+12,1.72681E+12,1.75797E+12,1.78747E+12,1.85686E+12,1.89412E+12,1.89923E+12,1.9005E+12,1.92851E+12,1.94321E+12,1.97818E+12,2.00711E+12,1.98657E+12,1.88118E+12,1.90995E+12,1.92323E+12,1.86312E+12,1.82925E+12,1.82923E+12,1.84543E+12,1.86824E+12,1.8982E+12,1.91389E+12,1.92211E+12,1.75165E+12,1.90809E+12,2.00008E+12,2.0196E+12,2.03359E+12
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Jamaica,JAM,..,..,..,..,..,..,7407890769,7541872735,7975087877,8419673017,9435456809,9667387268,11408344049,10782538300,10326516579,10300071170,9610559161,9360920206,9355893363,9256717027,8727773475,8958138517,9143503153,9318059796,9174343093,8904283866,9071914862,9784092368,10172941748,10902677820,11360648631,11910303936,12143214991,13286754001,13470561602,13787114012,13771433761,13614376085,13296541186,13435845574,13553906826,13736197326,14010549151,14524220379,14716481130,14848016735,15278479351,15497260153,15371463205,14703526729,14489274699,14739993670,14649543757,14725382395,14826961376,14963589916,15376650480,15729242259,16124965549,16416735751,15053421189,15912170665,16936803585,17401946532,17308839320
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Japan,JPN,5.95546E+11,6.6727E+11,7.26717E+11,7.88297E+11,8.80344E+11,9.31577E+11,1.03068E+12,1.14491E+12,1.2924E+12,1.45366E+12,1.45946E+12,1.52804E+12,1.65661E+12,1.78967E+12,1.76775E+12,1.8224E+12,1.89484E+12,1.97803E+12,2.08231E+12,2.1965E+12,2.25839E+12,2.35461E+12,2.43184E+12,2.52012E+12,2.63128E+12,2.76705E+12,2.85819E+12,2.99107E+12,3.19032E+12,3.34747E+12,3.50952E+12,3.63317E+12,3.66589E+12,3.64906E+12,3.68859E+12,3.78564E+12,3.90427E+12,3.94258E+12,3.8925E+12,3.8795E+12,3.98676E+12,4.00215E+12,4.00383E+12,4.06529E+12,4.15416E+12,4.2291E+12,4.28714E+12,4.35076E+12,4.29749E+12,4.05283E+12,4.21891E+12,4.21991E+12,4.27793E+12,4.3637E+12,4.37663E+12,4.44493E+12,4.47844E+12,4.55347E+12,4.58276E+12,4.56433E+12,4.37406E+12,4.49201E+12,4.53432E+12,4.6012E+12,4.606E+12
GDP (constant 2015 US$),NY.GDP.MKTP.KD,Country,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5730509541,6206050653,7117071955,8597629976,9559261689,11201420243,11988425688,11722313981,12225399096,11894464002,12549210740,12840763338,13028517104,11630658935,11598569492,11785136086,13476276723,14080955882,14780987323,15697537789,16025148664,16555336763,17054012096,17632063087,18380669692,19349323187,20468450875,21320279754,23146833798,25032512559,27058387611,29270727369,31384186979,32960837542,33723826288,34646908078,35488605512,36414839440,37647146046,38587017887,39356512808,40330034783,41103996750,41823826702,41362613666,42874683401,44009762840,45279041101,46405988481
